barbarian_0_x, barbarian_0_y, barbarian_1_x, barbarian_1_y, barbarian_2_x, barbarian_2_y, barbarian_3_x, barbarian_3_y, barbarian_4_x, barbarian_4_y, barbarian_5_x, barbarian_5_y, barbarian_6_x, barbarian_6_y, barbarian_7_x, barbarian_7_y, barbarian_8_x, barbarian_8_y, barbarian_9_x, barbarian_9_y, barbarian_10_x, barbarian_10_y, barbarian_11_x, barbarian_11_y, barbarian_12_x, barbarian_12_y, archer_0_x, archer_0_y, archer_1_x, archer_1_y, archer_2_x, archer_2_y, archer_3_x, archer_3_y, archer_4_x, archer_4_y, archer_5_x, archer_5_y, archer_6_x, archer_6_y, archer_7_x, archer_7_y, archer_8_x, archer_8_y, archer_9_x, archer_9_y, archer_10_x, archer_10_y, archer_11_x, archer_11_y, archer_12_x, archer_12_y, giant_0_x, giant_0_y, giant_1_x, giant_1_y, giant_2_x, giant_2_y, giant_3_x, giant_3_y, giant_4_x, giant_4_y, giant_5_x, giant_5_y, giant_6_x, giant_6_y, giant_7_x, giant_7_y, giant_8_x, giant_8_y, giant_9_x, giant_9_y
19, 39, -12, -12, 38, -14, 18, 35, 3, 46, 18, 47, -9, -17, -17, 45, -2, 7, -11, 40, -18, 33, 1, -17, 29, 23, 37, -11, 34, -4, 36, 1, 46, -12, -10, 0, 46, -7, 42, 43, -7, 39, -14, -16, 10, -9, -14, 34, 8, 41, 19, -17, 2, -19, 38, -7, -13, 35, 8, -9, 30, 29, 37, 12, 23, 34, 43, 42, 38, 39, 13, -15
-4, -3, 24, 41, 42, 37, 28, -7, 28, 37, 29, -15, 44, 12, -19, 12, 34, 2, 39, 28, 30, -18, -7, -15, 44, 37, 12, -17, -3, -7, -11, 35, 21, 46, -12, 5, -19, -15, -15, -15, 30, 18, -3, -2, -18, 2, -20, -12, 33, 8, -17, 5, 40, -7, 16, -6, 45, 45, -1, -16, -5, -6, 28, 30, -4, 44, 41, 46, 26, 47, 44, -8
8, 33, -15, 45, -6, -12, 43, 11, 41, 0, -18, -12, -2, -2, -5, 40, -9, 31, 2, 31, -11, 36, 26, 45, -12, 29, -10, -17, -8, 39, -13, -5, 8, -19, -11, -16, 27, 31, -19, 37, 26, -15, -17, -20, -7, -18, -6, 8, -11, -13, -12, -5, 43, -19, 39, 27, 34, 3, -13, 39, -17, 1, -8, 14, -7, 27, 34, 16, 37, 18, 47, 17
47, 23, 13, 37, 5, -3, 29, 37, 43, 0, 47, -20, 46, 25, -9, 40, 27, 39, 13, -11, 13, -12, 31, 29, -17, -15, 47, -9, 22, 43, 15, -17, -20, 27, -20, 29, 44, 21, -19, 36, 28, 37, 35, -13, 24, 40, 43, 22, -13, 8, 19, 30, 41, -13, 38, -11, -7, 1, 43, 39, 31, 33, 38, -11, 32, 7, 7, -11, -5, 35, -9, 7
-7, 40, -3, -10, 23, -10, -11, -19, -19, 34, -20, -15, 36, -12, 29, -3, 12, 39, -16, 35, -11, -19, -19, 36, -7, -11, 5, 37, 16, -10, 43, 12, -13, 23, 25, -10, 36, -18, -16, 10, 45, -12, 29, 46, -7, -20, -16, 24, -19, -12, 28, -9, 6, 46, -14, 13, 36, 24, -4, -6, 5, -5, -15, 39, -5, 29, 40, -1, 42, 32, -16, 46
-5, -18, -18, 38, -7, 35, -2, 29, -8, 35, 44, -3, 40, 39, 32, 36, 37, 37, -9, 28, 35, 38, -14, 16, 38, -18, 36, 6, 12, 44, 21, 34, 45, -8, 35, -20, 47, 13, -11, 40, 13, -8, 13, 44, 42, 7, -2, 42, -5, 38, 30, 9, 43, -1, 31, 5, 33, -11, 30, -12, 14, -19, -13, 14, 21, 37, -15, 20, 15, -7, -14, 25
40, 29, 44, 15, 47, -15, 7, -3, 4, 41, 35, -11, -8, 8, 38, 46, -10, -14, 33, 33, 31, -15, -11, 20, 44, 47, 39, 21, 21, 43, -19, -5, 1, 30, 40, 31, -11, 5, -14, 18, 5, -19, -19, 33, 39, -17, 16, -7, 45, 36, 44, 19, 19, -15, 34, 29, -18, 25, -6, 9, 28, 34, -11, -19, 43, 43, 29, 41, -2, 5, -4, 31
-2, 13, 42, 29, 25, 33, 34, 32, -14, 39, -4, 44, -9, -3, -11, 36, 33, 34, -17, -10, 43, 42, -6, 40, 38, 40, 42, 39, 46, 39, 33, 31, -9, -8, 39, 15, 34, -20, 39, -18, -11, 12, -4, 41, 42, 20, 44, 32, -14, -7, 36, -17, 27, -12, 41, 43, 42, -15, -19, -12, -17, 45, 2, -20, -16, -4, 16, 47, 40, 20, -17, 35
25, -12, -10, 46, 47, 43, -5, 35, 43, -7, 11, -12, 29, 34, -15, 32, 30, 31, 46, -19, 3, -18, 9, 41, 39, 45, -6, 24, -14, -3, 41, 12, -11, 31, 39, 41, -9, 47, 25, -18, 47, -19, -15, 11, -15, 27, 18, -20, -12, 35, -18, 30, 41, 18, 32, -5, -9, -10, -15, -13, -10, -17, -10, 30, 17, 47, -14, 43, 45, -14, -12, -3
-9, 28, 43, -15, -2, 40, 31, 34, 26, -16, -18, -18, 36, -3, 30, -7, 43, -14, 10, -11, 30, 23, 47, 34, 6, 38, 43, -11, 7, 31, -19, 7, 38, 37, 32, 40, 41, 32, 42, 16, 41, -20, 41, 28, 36, -15, 40, -8, 39, 33, -17, -4, 6, -9, 44, -6, 46, 47, -19, -5, 41, -5, -3, 39, -17, -3, -19, -3, 32, 46, 37, 39
-19, 20, 16, -5, 7, 38, 31, 12, 34, 4, -6, 36, 37, -20, 36, 46, -10, -13, 36, 46, 35, 26, 35, 15, -8, 46, -13, 5, 47, -12, 42, 2, 41, 6, 39, 30, 23, -11, 41, 33, 37, -14, 44, -20, -13, 42, -16, 43, 37, 35, 45, 45, -14, 31, -9, 14, 31, 39, -9, 25, 43, -20, -2, 39, -4, -10, -2, -6, -3, 20, -4, 42
42, -14, -15, 47, 32, 18, 23, -7, 28, 36, -15, 37, 33, -19, -15, 38, 46, 0, 16, 41, -5, -19, 38, 9, -6, 23, 21, 43, 40, -8, -5, 33, -7, 8, 37, -19, 37, -11, 43, -19, 18, 34, 40, 37, -5, 14, -16, -4, 38, 21, 27, 37, 21, -6, -13, -17, 24, 46, 43, 29, -11, 31, 37, -9, -3, 14, 30, 25, 30, 36, 33, -13
-5, 47, 18, -15, -13, -10, 35, 46, 38, 13, 43, -8, -20, -13, -15, 10, 44, -9, 47, 33, -10, 39, 32, 27, -10, -8, 32, 38, 43, -4, -15, -8, 33, -11, -10, 1, 45, 37, -11, 30, 32, 21, -4, 7, -15, 38, 4, -11, -6, 46, -4, 36, 2, 30, 35, 17, -10, -16, 43, 2, 44, 29, 45, 9, -13, 30, 42, 41, 17, -15, 31, -14
26, 43, -5, -12, -3, 23, 5, -2, -7, 29, 14, -20, 31, -17, 45, 44, 34, 1, 42, 45, 23, -13, 40, 37, -8, 36, 6, -3, 36, 11, -12, -20, -13, -8, 27, 42, -8, 5, -1, -2, 40, -15, 41, -15, -10, -7, 32, 41, 34, 29, 23, -7, -19, 3, 47, 37, 47, 31, 46, 40, 29, 0, -2, 38, 32, 0, 36, 11, 44, 32, -17, 15
42, 4, 40, -16, 29, -19, 0, 46, -15, 47, -11, 39, 4, 41, 33, 1, -2, -18, -3, 29, 28, 32, 36, -19, 35, 29, 25, 31, 34, -15, -3, 30, 20, -11, 1, -13, 41, -11, -11, -7, -3, 47, -19, -6, -19, -15, 38, 41, -12, -3, 38, 47, 47, -20, 43, 41, -17, -16, 38, -12, 47, 33, -14, -5, 46, 15, 39, -14, 15, -12, 26, -7
28, -14, 2, 47, -2, -12, -20, 24, -19, 39, 32, 40, 6, 46, 4, 46, -4, 15, -8, 35, 31, 39, -16, 31, -3, 16, 0, 42, 12, 33, -1, 40, 20, 46, -3, -16, -18, 35, 43, -15, -12, 41, -11, 12, 34, 37, -8, 6, -2, 43, 42, -18, 45, 12, -7, -10, 32, -13, -20, -4, 29, -12, 41, 29, 34, 34, -11, -14, 21, -9, -2, 43
8, 43, 38, 32, 10, 31, 40, 36, -6, 0, -5, 29, 9, -12, -1, -3, 42, 28, 33, -10, 10, -10, 40, 3, 17, 31, 43, 43, 41, 31, 19, 30, 32, 41, 46, 45, 30, 1, 41, -6, -6, -13, 44, 44, 25, 32, 44, 42, -7, 42, -18, 43, 40, -2, 46, 33, 27, 45, -11, 29, 44, 35, 38, -7, -4, 47, -12, 47, 23, 46, 30, 39
-3, 29, -15, -3, 3, -12, -8, 40, -2, 31, -12, 35, 47, -4, 6, 42, 36, 27, -15, 7, 33, -3, 45, -6, -8, 21, -17, -10, -6, 29, 32, -16, -20, 2, 44, 32, -12, 47, 36, 2, -10, -6, 40, 14, 41, 29, 5, -6, 39, 46, 28, -16, 11, 46, -19, 41, -11, -11, 38, 33, -2, 20, -16, 8, -19, 41, -6, -1, 44, 26, 24, 36
38, 2, -18, 31, -17, -17, 35, 41, 34, 31, 36, 29, 21, 41, -9, -10, 6, 35, 12, -7, -6, 35, -20, -12, -13, -12, 5, -16, 43, -5, -12, -17, 43, 35, 13, -6, 32, -5, -19, -4, 38, 35, 27, -3, -11, -5, 26, 29, 31, -7, -12, -15, 29, -8, 31, 16, 9, 31, 39, 34, -7, 40, 1, 41, -11, -10, 46, 10, -12, -12, 3, -9
41, 40, 17, 40, 34, 38, 9, 42, -19, -4, -14, 36, -10, -2, -8, 23, 34, 13, -12, -19, 37, 46, -1, 33, 20, 37, 32, -10, 32, 36, -19, 30, -4, 38, -10, 37, 3, 30, -2, 29, 4, 37, -4, -10, -12, 21, 37, -6, -14, -10, 32, 45, 44, 35, -7, -15, 31, -5, 44, 44, 43, 26, -4, -5, 39, 31, -15, 5, -15, 8, 29, 16
38, -13, 33, 35, -7, 7, 41, 42, -17, 25, -10, 26, 19, 46, 30, 33, -13, -6, 41, 33, 40, -19, -4, 38, -12, 4, 28, -10, 26, -18, 42, -4, 33, 37, 39, 41, -12, 32, -14, 39, 35, 44, 32, -15, -9, -4, 38, -7, 42, 30, -19, 14, 16, 37, 34, 38, 47, -6, 9, -9, -12, 21, 27, -4, 34, 1, 42, 29, -17, -2, 40, 29
30, -11, 45, 35, -12, 8, -14, 35, -5, 17, 33, -9, -18, -18, 41, 29, -19, 0, 21, 40, 44, -1, 35, 33, 7, -4, 21, -6, 46, 15, 33, 34, 31, 45, 37, 1, -4, 23, -10, 29, 46, 42, 16, 47, -13, -20, 15, 30, -8, 36, 30, 37, 29, -19, 43, 1, 23, -5, 37, -15, 36, -6, 4, 33, -4, -9, 29, 25, 45, 28, -4, 23
-15, -19, 24, 30, 43, -15, -15, -17, 36, 32, -13, -15, 20, -16, 21, -13, 23, 33, 33, 29, 34, -12, 12, 29, 13, -4, -18, -15, 30, 33, -12, 30, 23, -20, 34, 39, 41, -6, 31, -3, 42, 29, 4, 44, -6, 36, 28, 44, 41, -2, -19, -6, -8, 35, 38, 43, 30, 16, 41, -10, 39, -16, 43, -12, 14, -4, 17, 32, 22, -17, 4, 35
24, -10, 3, 35, 47, -9, -13, 14, 7, -9, 37, 2, -10, 28, 1, -15, 34, 22, -19, -12, 44, -13, 34, -9, 46, -15, 38, 40, 31, 1, -6, 43, 40, 5, -16, 32, -16, 32, 5, 29, -17, -5, -20, -10, 32, 45, -20, 44, -17, 31, 0, 46, 13, -20, 31, -15, -20, -12, -7, 39, 36, -17, -4, -5, 38, -14, 35, 47, 43, 20, 46, 20
-15, -8, 42, 37, 44, -14, -14, 47, 27, 44, 14, 44, 27, -13, 12, 37, 17, 36, 21, -5, 34, 5, 23, -11, -18, 7, 17, 45, 22, -12, 16, -7, -7, -18, 21, 35, 41, -14, 19, -12, 36, 35, -17, 1, 35, 2, -4, -14, -7, 8, -1, 43, -3, 31, -9, -2, -2, -8, -12, 35, 17, 31, -4, 33, 38, -14, 20, 45, 40, 43, 46, 4
21, -20, -1, -14, -16, 34, -20, -6, 44, 39, -9, 1, 43, 36, -18, -5, -16, 46, 41, 30, 45, 45, 42, 15, -4, 3, 31, 4, -12, -7, 47, -5, 20, -14, 32, -17, 33, -10, 34, 27, 32, 42, 15, -8, -12, 43, 46, -8, -6, -12, 45, 20, 47, 22, 24, -8, -9, 38, 27, -3, -13, 35, 35, 21, 36, 33, -9, 38, -13, 8, -12, -4
-6, -1, 34, 34, -11, 44, 19, -4, 30, 4, -13, 30, 39, 46, 45, 5, 30, 30, -6, 20, -18, -13, -2, -8, -4, 18, -15, 7, -11, -6, 9, 45, 36, -7, -12, 19, 46, -9, 35, 23, -17, 40, 44, 43, -6, -4, -10, 1, -3, 9, 3, -6, 3, -15, -11, 37, 38, 33, 41, -6, 46, -16, 30, -11, -15, 42, -19, 4, 35, -13, 40, -17
13, -20, 41, -15, 41, -7, 33, 45, 34, 24, 4, -18, 1, -9, -4, 13, -12, -10, -2, -18, -19, 34, -17, 5, 27, -19, -10, 8, 2, -20, -8, 32, 46, 16, 7, -4, 45, 4, -13, -4, -15, 36, -6, -14, -9, 13, 18, 43, 41, 35, -15, -19, 37, 42, 11, 46, -7, 35, 36, -6, 35, 23, 0, 36, 44, -5, -5, -11, 34, 23, 29, 42
36, 42, 29, 21, -13, -8, 42, -18, -9, 46, -20, 6, 20, -8, 18, 33, 19, -12, 43, 29, -9, 35, 38, 45, 41, -5, 10, -2, 37, -7, -16, -3, 11, 42, 18, -17, 34, -5, 29, 37, 37, -9, -18, 16, 16, -8, 44, 43, 47, -14, -10, 16, 47, -6, 41, 33, 25, 39, -8, -9, -7, 3, -4, 47, -16, -3, 17, -17, 47, 39, -5, -9
32, 28, -10, -10, -4, -8, -2, 26, 39, 45, -13, -6, -18, 34, 46, 8, 5, -14, 8, -5, 11, -8, 42, 15, 38, 5, 7, -10, 7, 29, 23, -17, 45, 34, 17, -10, -19, 26, -9, -8, -8, 37, -15, -11, -19, -20, 5, 33, 47, -20, 5, -19, 38, -9, -13, 41, -4, -20, -18, 30, -3, 5, 24, -20, 43, 43, 31, 42, -13, 42, -16, 3
0, -5, -8, 33, -15, -6, 33, -9, -20, 45, -8, 44, -12, 38, -2, 15, 23, -11, 34, -6, 11, 40, 2, 47, 20, -13, 46, -17, 36, 37, -8, 24, 30, 19, -10, -18, 0, -20, 5, 38, -19, 45, 39, -7, 34, 29, 20, -11, -20, 41, 5, -9, 33, 12, 37, -5, 29, 39, 22, -11, -8, 32, -17, 18, -17, 5, 2, 46, 38, 32, 46, 31
42, 36, -18, -5, 5, -18, 31, 8, 31, -5, -19, 46, -5, -2, -4, 43, -7, 9, -20, 22, 30, 47, 30, -14, 13, -3, 2, 32, 32, 39, 46, 26, -3, 47, 13, -9, -15, -10, 39, -12, 32, 5, -19, -12, 22, 44, 33, -1, 41, -14, 29, -14, 9, 47, -5, 15, 4, 38, 2, -18, 6, -16, 45, -10, -12, 36, 3, -7, -17, 30, 33, 20
44, 45, -8, 3, 11, -17, -10, -17, 45, 46, -16, 32, -19, -5, 41, -5, 29, 39, 47, -16, -14, -12, 35, -1, 37, 41, -4, -10, -16, -19, -18, -8, 6, -8, 46, 13, 33, 16, 43, 11, 47, 21, 39, -11, -7, 17, 30, 29, -9, 30, 2, -15, -2, 38, 23, 34, 42, -12, -20, -9, 8, 40, 38, -6, -20, 39, 40, -10, -2, 42, 36, 31
37, 42, 30, -18, 45, -3, 5, 44, 35, -16, 42, -17, -11, 2, 22, 41, 33, -11, 11, 34, 13, 44, 32, 34, -15, 32, 43, 32, 39, -17, 37, -17, -13, 33, 46, 9, 38, 2, 32, 10, 10, 40, -2, 38, 35, 22, 20, -17, -11, -3, -6, -20, 36, -13, 37, -6, 43, -3, 39, 15, -13, -16, -14, 11, -10, -2, -7, 47, 5, -7, 13, 33
-19, 34, 31, -11, -15, -6, 42, -4, -17, -14, -6, -5, -4, 36, -16, 13, 45, 4, 14, 47, -7, -4, -1, 30, 38, 36, 40, -10, -2, 40, -17, -5, 35, -11, 29, -6, -3, 20, -19, 41, 45, 33, 32, -9, -16, 30, 25, 46, 7, 37, 41, -5, -13, 47, 45, 30, -3, 19, -6, -19, -16, 10, 15, 38, 35, -4, 2, 33, 46, -2, 43, 42
-10, -7, 41, 18, 38, 32, 36, -19, 40, 21, -13, 26, -12, 10, -18, -12, 36, 4, 8, 29, 42, 30, 47, 25, 14, 43, -20, -1, -2, 34, -20, 35, -8, 35, -3, 11, -8, 43, 45, -4, 5, 39, 30, 33, 32, 44, -12, 11, 39, 14, 17, 35, -17, 43, 24, 46, -5, 33, 18, -16, -2, 42, 46, 46, 2, -8, 45, -19, 32, -19, 11, 39
-20, 22, -8, 7, 8, 29, 1, -19, -3, 25, 12, 43, -13, -12, 26, -18, -13, 32, -17, -11, 29, 33, -14, -1, -6, 44, 42, 9, 40, 31, 47, 37, -11, 37, -13, 17, -16, -3, -2, 38, -10, -9, 33, -6, -6, 46, -12, -6, 22, 45, -18, 32, 34, 35, 45, -16, 25, 36, -4, 22, -2, -20, 40, -18, 31, -5, 44, -7, -3, -13, 5, -9
-18, 10, -2, -13, 3, 47, -7, 40, -16, -12, 40, 23, -6, -6, 30, 38, -13, 14, -20, 18, 10, 37, -17, -18, 22, 34, 33, 16, 34, 43, 5, 29, 31, 33, 44, -9, 36, -8, 30, -12, -20, -18, -2, 37, -12, 34, 44, 47, 40, -14, -6, 31, 17, -20, 7, 30, 33, 29, -5, 31, 2, 38, -3, 44, 4, 36, 42, -19, 37, 16, 38, -19
-12, 35, 10, 45, 29, -17, 5, 44, -15, 36, 29, 42, 5, 37, 40, -18, -12, 7, 35, -2, -13, 31, -17, 32, -13, 46, -10, -19, -14, -20, 30, 33, 15, 44, 36, 42, 20, 33, 34, 19, -20, 29, 39, 28, 43, 17, 4, -20, -1, -9, 1, 29, -20, 39, 39, -9, 38, 8, -11, 28, -18, 36, -7, 36, 26, -19, 29, -11, 44, -5, -20, -15
-14, -7, -5, 20, -9, -17, -16, 18, -14, 33, 27, 37, 41, 31, -5, 23, 18, 38, 5, -8, 34, 29, 14, 35, 37, 40, 35, 19, 35, -14, 47, -10, -6, -13, -11, 34, 32, 18, -6, -11, -8, 37, -1, -9, 29, 39, -4, 30, -4, 1, 31, 34, 31, 46, -13, -15, 32, 30, -16, -4, 9, 44, 46, -3, 18, 40, -6, 38, -4, 32, -2, -12
28, 30, 0, 46, 32, 6, 37, -7, 44, 10, 11, 33, 31, -18, 29, -11, 40, 30, -18, -8, -14, 14, -9, 41, 43, -12, 8, -3, -18, -6, 15, 30, -10, -19, 3, 33, 41, 1, 44, 7, 14, -20, 19, -8, 19, 33, 7, 34, 39, 27, 45, 5, 35, 16, -7, 43, 30, 30, 38, 16, -10, 10, 35, 41, 28, -8, 25, 36, -14, 8, -17, -4
16, -8, -19, 44, 40, -7, 22, 45, -7, 46, 20, -16, -8, -5, 36, 0, -3, 40, -15, 23, 6, 45, 15, -7, 33, 16, -8, 30, 44, 40, 41, -18, 12, 42, -10, -1, 41, 31, -9, -17, -13, 28, 46, 36, -16, -8, -20, 0, 0, -19, 29, 39, 19, 34, 10, -6, 43, -16, -8, -18, 35, 35, 39, 41, 43, -14, 37, -4, -15, -11, -11, 2
23, -6, 40, -17, -6, -16, 7, 35, 25, 45, -19, -16, 17, 38, -19, 45, 29, 7, 47, -7, -20, 41, 3, -14, -19, 8, 35, 16, 43, 12, 21, -12, -2, 33, 17, 42, -14, 18, 33, -12, 35, 42, -4, -13, 30, 2, -4, 14, -9, 41, -9, 37, -17, -5, -18, 30, 31, 42, 44, -14, -3, -12, 9, -9, 30, -1, 37, 18, -4, 32, 29, 10
-12, 17, 43, 33, -4, -4, 43, -14, 14, 45, 40, -13, 38, -1, 16, 47, -10, -7, 28, -15, 31, 10, -7, -11, 19, 42, 35, 31, -19, 42, -12, -20, 38, 15, 3, -17, 19, 31, -4, -12, -15, 0, 10, -5, 18, -8, 41, 47, 43, 26, 2, -18, -5, 41, 41, 45, -5, -3, 7, 43, 31, 30, 34, -5, -20, 11, 38, -18, 18, 33, 29, 36
-11, -8, 30, -3, 16, -10, 23, 41, 35, 32, -15, 45, -14, 46, 1, 44, 42, 42, 22, 39, 19, 38, -19, -7, -20, -13, -4, -17, 21, 42, 17, 31, -10, 40, 5, -13, 36, -2, 36, 10, 21, -15, 29, -18, 26, -20, 43, 18, 13, 36, -2, -14, 25, -17, 34, 13, 30, 39, 19, -12, -16, 6, 46, -20, -15, 41, -16, 39, -11, -13, 30, 41
-19, -12, 29, -12, 18, -10, 47, -18, 32, 31, 21, -15, 41, -15, -3, 8, -20, -14, -4, 32, 44, -1, -7, -15, -2, 8, 25, -15, -14, 47, 32, -6, -7, -14, -13, -4, 39, -9, 20, 36, 10, 45, 31, -8, 32, 23, -20, 4, 16, -19, -8, 30, 11, 39, -9, 23, 37, 30, -20, 44, -18, 31, 36, 5, 16, 29, 41, 19, 27, 39, -19, 15
34, -5, -20, 45, 44, -15, 32, -7, -13, 11, 25, 38, 38, 30, 43, -16, 19, -9, -17, 42, 38, 22, 16, -13, 18, -17, 39, 1, 3, 43, 37, 24, -6, -13, 36, 47, 6, 29, -9, 9, 31, -10, 47, -18, 31, 28, -9, 38, 32, 24, -15, 37, 33, 30, 41, 43, 13, 38, 35, 44, 34, 19, -7, 47, -2, 18, -12, -14, 32, 14, 43, 35
39, 18, 36, 15, 32, 18, 17, 32, 32, 11, 8, 37, -8, 46, 35, 4, -18, 11, 46, -6, 12, -4, 11, -8, 16, -4, -7, -16, -10, 40, 22, -8, 38, 14, 21, 33, 45, -16, 39, -20, 18, 45, -17, -17, 40, 5, 36, 2, 39, -5, 32, 4, -15, 47, -13, 47, 30, -6, 37, 19, -9, 32, -1, -9, -3, 36, -12, 3, 33, 41, 39, 41
-16, -14, -19, 40, 47, 30, 39, -13, -8, 40, -4, 29, 16, 38, 37, -5, -5, 30, 39, -17, -9, 42, 42, 15, 40, -3, 39, 30, 38, 34, 32, -13, 39, 9, -18, 8, 31, 30, 29, 43, 24, -2, 36, -2, -15, -6, -6, 24, -16, 32, -6, 22, -19, -20, 19, -12, 44, 46, 31, 41, 18, 47, 15, -2, -5, 15, 42, -15, -18, 22, -20, -12
-20, -2, -1, -19, 41, 33, 42, 3, 41, -15, 42, 5, 32, -13, 33, -2, 29, 17, 23, -9, -19, 25, 8, 32, -3, 45, 41, 25, -17, 33, 44, 27, -12, 32, 33, -9, 31, -19, 44, -17, 2, 33, 42, 18, -12, 6, -6, -2, -2, -6, -3, -11, 43, 8, 47, 11, -10, -11, 34, -7, -20, 29, 21, -10, 41, -6, 29, -8, 46, 36, 44, -15
30, 46, 39, 24, -1, -13, -4, -19, -1, -20, -1, -15, 25, 39, 0, -18, 41, -5, 42, -19, 37, -14, -15, -2, -17, -3, -11, 36, 1, -9, 16, 45, 13, 43, -6, -20, -5, 2, 35, -7, -20, -17, -12, -10, 30, -19, -20, 1, 10, 31, 34, 17, 40, 31, 41, 45, -4, 29, -8, 47, -13, 13, 2, 39, 44, 19, -8, 43, 8, -5, 47, 36
36, 40, -20, 25, -2, 41, 27, 36, 29, 30, 2, -16, -13, -9, 5, -7, -4, -8, -4, 16, -3, 33, 36, 47, 43, -14, -7, 13, -5, 38, -18, -14, 39, 41, 34, 9, -13, -20, -18, -7, 41, 24, 41, 47, 40, 39, -2, -7, -20, 19, -15, 37, -7, 35, -6, 39, 40, 44, 33, 33, -3, 39, -20, 31, 39, -9, 9, -15, 27, 43, -2, 42
-16, -20, -9, 39, -10, 8, 7, -6, 14, -13, 26, 29, 21, -16, -13, 47, -17, -4, 18, 43, 34, 31, 36, 47, 43, 4, 27, -18, -9, -17, 43, 10, -17, 7, 38, 5, 34, -18, -20, 0, 12, 31, 11, -10, 27, 36, -8, 7, -11, -20, -12, 16, -20, -11, 42, 30, -6, 41, -11, -6, 46, 8, 37, 1, 32, -17, -19, 45, -14, 46, 6, -11
37, -14, -10, 41, 24, -10, 47, -11, 31, -2, -8, 45, 35, 5, -5, 42, -19, 2, 44, 7, -7, -16, 44, -16, 25, -15, 26, -11, -17, 2, 43, 6, 44, 11, -7, 44, -14, -16, 5, -8, 41, -17, 40, 3, -10, 12, 34, -16, -4, 11, -9, -4, -20, 31, 26, -15, 43, 28, -2, -17, 47, -2, 31, -19, 24, 31, 44, -18, 47, 4, 12, 36
47, 21, 23, 38, 25, -16, 19, 46, -14, 31, -13, 34, 36, -19, 25, -5, 20, 35, 10, -17, -8, -10, 37, 39, -3, -7, -19, 38, -9, 20, 10, -19, 38, -13, 33, -15, -18, 33, -4, -7, -14, 8, 39, -18, 46, 45, -19, -13, -6, -11, 4, -17, 1, 39, 7, 40, -9, 7, -6, 25, 22, 32, 44, 10, 37, 19, 46, -19, 47, 45, 33, -14
16, -9, 46, 37, 0, 42, 42, 17, -12, 30, 46, 19, -19, -16, 7, 47, -9, -18, 25, -7, 24, -18, -13, -19, 0, -8, -6, 28, -17, -10, -19, 24, -15, 46, -14, 7, 27, -15, 33, 40, -10, 22, 12, -10, -1, -19, -3, 36, 44, 18, -12, -20, -10, -4, -2, 37, 37, -18, -14, -19, -11, 28, -20, 42, 47, 39, 6, 35, -10, 36, 46, 10
33, 41, 40, -20, -8, 21, -9, 10, 32, 36, 47, 6, 41, 41, -15, -16, -8, 31, 34, 32, 30, -18, 3, -17, -4, -5, 47, 15, 15, 31, -13, -2, -15, 45, -6, -7, 39, 32, -5, 44, -5, 39, -3, -13, 38, 8, -11, 47, 29, 40, -17, 44, -1, -18, -11, 43, 32, 47, 46, 37, 29, -14, 41, 2, -7, 25, 39, 30, 44, 45, 0, 38
-13, -2, -4, 14, -15, -8, -15, -4, -13, 24, -16, -12, 6, -13, -12, 2, -20, -12, -19, -5, -17, 41, 43, 40, 0, 34, 44, -18, 9, -2, 41, -12, 24, 45, 9, 34, 38, 21, 16, 39, 41, -19, -2, 41, 21, 47, -2, -9, -1, 40, -15, -14, 10, -9, -2, 43, -13, 29, -4, 11, -4, 30, 36, -9, -5, -8, 33, 44, 0, -12, -8, -7
-19, 24, -18, 36, -9, 43, 15, -18, -20, 45, 9, 47, -16, 18, -7, 37, 39, 46, 45, -19, -15, 47, -5, 18, -9, 30, 34, -2, -18, 39, 47, 40, 32, 43, 33, 0, 42, -15, -10, 34, 33, 42, 3, -4, -11, 47, 43, 29, 40, 30, 34, 43, -2, 19, -14, 47, 36, 40, -16, 11, 22, 44, -12, 36, -1, 41, 40, 37, 43, -2, -3, -19
29, -16, 25, 43, 44, 41, -11, 31, -8, -18, 35, -5, -20, 30, -4, 6, 7, 30, -17, -18, -3, -4, 44, 42, -7, -1, 10, -9, 36, 41, 33, -18, 47, 25, 37, 34, 39, 22, -13, 5, 3, 31, -19, 18, 41, 33, 47, 12, 33, -8, 34, -2, -16, -2, 28, 44, 27, 39, 47, -4, 45, 35, -1, 47, 39, -4, 21, 32, 17, -17, 20, 44
42, 37, 35, -11, -6, 23, 27, 43, -18, -9, -7, -5, -12, 35, 47, 23, 44, 38, 19, 35, -4, 3, -15, -5, 43, 45, 8, 31, -8, 19, -20, 39, -12, -19, -20, 28, -10, 37, 0, 44, 21, -4, -17, -17, -14, 16, -14, 30, 42, 34, 41, 17, 40, -11, 31, 46, -12, 32, 41, 3, 32, 45, 39, 39, 1, -13, -16, 31, 26, -12, 37, 32
-7, 33, 23, 40, -7, -13, 2, -10, 44, 42, 32, 37, 29, 9, -18, 25, 42, 41, -9, -8, -19, -3, 37, 47, -1, -17, -12, 46, 32, -3, 31, 28, -10, 25, 9, -17, 8, -5, 45, -6, 9, 44, 36, -5, 38, -15, 33, -4, -4, -5, -10, 9, 8, 31, 7, 47, -10, -4, -13, 21, 30, -14, 43, -17, 34, 39, 29, -14, -4, 24, -4, -3
